Scheme Code,Scheme Name,Fund House,Category,Latest_NAV,Return_1Y,Return_3Y,Return_5Y,Expense_Ratio,Risk_Level,AUM_Cr
106829,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,21.1917,5.66,68.03,79.76,2.11,Moderate,48023.5
123645,ICICI Prudential Interval Fund II Quarterly Interval Plan A -  Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0015,12.47,31.74,30.24,2.12,Low,11363.54
120641,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0016,10.06,10.89,146.64,1.2,Moderate,31878.56
120642,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,13.6172,8.91,45.74,126.25,0.39,High,16743.38
110664,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0017,20.79,67.21,67.36,0.17,Low,13899.41
110663,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,13.6425,16.26,16.83,125.58,2.38,Low,46951.29
117368,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Retail Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.224,13.91,17.01,108.99,0.86,High,11221.98
106885,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0124,33.54,45.08,126.12,0.12,Low,25481.55
106886,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,20.9682,3.98,71.59,60.61,1.91,Very High,14081.4
120644,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0051,-6.54,71.7,117.44,1.3,High,29604.98
120643,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,14.1819,29.01,50.23,18.9,0.94,Very High,46376.08
111317,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0016,28.67,73.36,47.48,1.06,High,37388.6
111316,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,14.2363,29.08,7.72,128.38,0.7,High,19554.13
118037,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0016,21.88,34.4,127.87,2.29,High,34705.26
106977,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0038,8.15,30.52,79.01,1.07,Low,35180.96
106976,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,22.1759,-5.42,17.65,105.01,2.23,High,20008.18
120647,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0016,31.74,23.11,72.38,2.49,Moderate,5618.34
120646,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,14.0323,9.8,67.1,147.53,0.49,High,49075.33
120648,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2204,-7.94,49.42,14.84,1.58,High,35928.82
109855,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0039,18.61,43.77,100.59,1.14,Very High,14655.57
109854,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,13.9772,-0.53,44.5,123.93,1.77,Moderate,3763.1
118235,ICICI Prudential Interval Fund II Quarterly Interval Plan C- Institutional Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2061,15.6,21.59,123.9,2.33,Moderate,27388.66
107138,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0799,26.13,45.21,58.86,0.5,Moderate,22209.53
107139,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,22.795,18.99,19.5,17.55,0.26,Low,16150.09
120651,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0051,2.14,37.79,111.83,0.67,Moderate,20549.82
120650,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.1535,12.82,20.44,38.59,1.5,High,18278.87
120649,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,17.7073,22.87,39.08,102.85,0.73,High,27017.98
110014,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.005,6.88,29.78,89.84,1.46,Moderate,48261.16
110013,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,13.469,34.71,5.37,38.44,0.13,High,25660.84
114929,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2309,15.91,53.46,46.37,1.07,Low,32283.21
107309,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0742,17.54,25.85,119.03,1.72,Moderate,18022.65
107310,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,20.25,2.19,64.82,83.22,1.4,High,25587.36
120653,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0168,6.48,53.06,58.34,0.59,High,22396.64
120652,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,17.7138,18.33,32.03,131.75,1.79,Low,48715.2
123055,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0095,-6.76,67.92,11.19,2.35,Moderate,35563.09
110384,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.1825,17.15,51.53,106.39,1.58,Very High,45335.47
110383,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,17.716,6.54,69.25,49.7,0.93,High,19564.82
115927,ICICI Prudential Interval Fund II Quarterly Interval Plan F Retail Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0046,0.25,19.18,58.38,1.19,Very High,35570.13
110345,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0009,-1.81,44.16,87.83,1.09,Moderate,23959.2
110348,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,19.7164,30.13,30.35,34.41,1.73,Moderate,44828.64
120624,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.001,33.77,51.06,68.27,1.69,Low,11323.65
120623,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,18.1794,24.39,55.56,71.21,0.81,High,20159.28
120811,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2084,30.74,14.19,42.17,1.94,Moderate,16812.99
110346,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,18.1012,23.99,48.37,35.11,0.86,Moderate,24161.04
110347,ICICI Prudential Interval Fund IV Quarterly Interval Plan B -Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.1688,14.37,15.54,93.46,0.17,Moderate,48634.39
115022,ICICI Prudential Interval Fund Quarterly Interval Plan - II Retail Quarterly Dividend Payout,ICICI Prudential Mutual Fund,Open Ended Schemes,10.234,19.75,30.48,124.99,1.79,Moderate,33715.63
110048,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0033,30.33,33.65,16.81,1.91,High,43082.25
110047,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,20.0008,12.73,48.17,83.61,0.8,High,33186.47
120660,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan -  Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0033,24.85,28.95,143.91,1.89,Moderate,10254.38
120661,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,13.9183,19.73,32.65,14.58,0.7,Low,33437.3
110046,ICICI Prudential Interval Fund V Monthly Interval Plan A - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0033,23.18,19.32,130.14,0.92,Very High,1422.37
110045,ICICI Prudential Interval Fund V Monthly Interval Plan A - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,13.8735,-0.23,58.37,77.92,0.2,High,12349.31
120669,ICICI Prudential MIP - Direct Plan -  Dividend Half Yearly,ICICI Prudential Mutual Fund,Open Ended Schemes,13.6318,20.81,14.63,111.61,1.56,Low,1090.49
120667,ICICI Prudential MIP - Direct Plan -  Dividend Monthly,ICICI Prudential Mutual Fund,Open Ended Schemes,12.7914,-7.26,24.37,85.22,2.33,Low,15894.95
120666,ICICI Prudential MIP - Direct Plan -  Dividend Quarterly,ICICI Prudential Mutual Fund,Open Ended Schemes,13.8562,10.41,66.0,45.89,1.95,High,27366.54
120668,ICICI Prudential MIP - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,49.7829,-9.05,64.25,64.67,0.44,Low,17564.85
130940,ICICI Prudential MIP - Direct Plan Bonus,ICICI Prudential Mutual Fund,Open Ended Schemes,13.7171,4.18,46.14,22.14,1.29,Moderate,3771.08
100955,ICICI Prudential MIP - Dividend Half Yearly,ICICI Prudential Mutual Fund,Open Ended Schemes,12.8248,10.83,38.11,142.92,2.17,Moderate,45480.78
100953,ICICI Prudential MIP - Dividend Monthly,ICICI Prudential Mutual Fund,Open Ended Schemes,12.3602,31.82,36.06,88.4,0.52,High,27602.31
100954,ICICI Prudential MIP - Dividend Quarterly,ICICI Prudential Mutual Fund,Open Ended Schemes,13.5226,25.34,60.56,121.02,0.98,Low,45507.17
100952,ICICI Prudential MIP - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,48.1366,9.65,6.13,42.01,2.49,Moderate,14386.86
124679,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option,Nippon India Mutual Fund,Open Ended Schemes,12.842,29.84,20.81,62.92,1.15,Moderate,10953.13
124681,Reliance Interval Fund - II - Series 1 -Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,21.69,51.8,106.78,0.56,Moderate,39333.55
124678,Reliance Interval Fund - II - Series 1 -Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,12.8098,33.74,39.06,50.18,0.93,High,45706.75
124751,Reliance Interval Fund - II - Series 2 - Direct Plan - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,26.08,7.69,130.63,0.51,High,35045.09
124749,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,12.9862,30.62,15.71,115.94,0.65,Very High,44513.94
124750,Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,16.27,40.24,130.09,1.82,Very High,12507.51
124748,Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,12.7938,14.25,16.58,52.21,2.17,Moderate,17131.81
124755,Reliance Interval Fund - II - Series 3 - Direct Plan - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,26.81,8.1,25.41,2.4,Low,8479.06
124753,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,12.8033,-9.44,8.9,103.83,0.93,High,18626.26
124754,Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,4.94,46.74,110.66,0.98,Low,37842.73
124752,Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,12.7519,19.4,74.33,23.31,0.91,Moderate,32065.96
124876,Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.6322,30.1,37.04,102.98,1.78,Very High,45591.34
124877,Reliance Interval Fund - II - Series 4-Dividend Plan -Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,31.41,51.39,102.61,2.3,High,1815.37
124874,Reliance Interval Fund - II - Series 4-Growth Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.596,-2.1,28.56,106.44,0.83,Moderate,31520.7
121701,Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.8817,23.15,22.3,91.05,0.96,Low,14973.69
121699,Reliance Yearly Interval Fund - Series 5 - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.8388,-0.39,42.34,29.41,0.23,Very High,7643.44
122654,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0,34.21,18.38,137.34,2.39,Low,12664.0
122653,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.7847,15.14,72.01,29.14,0.42,Low,10431.35
122655,Reliance Yearly Interval Fund - Series 8 - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0005,34.18,23.05,138.11,1.46,Moderate,28176.16
122652,Reliance Yearly Interval Fund - Series 8 - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.7436,-7.3,47.95,11.5,1.12,High,49704.32
122726,Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.764,-0.58,12.11,24.9,2.17,Very High,16277.72
122727,Reliance Yearly Interval Fund - Series 9 - Dividend Plan - Dividend Option,Nippon India Mutual Fund,Open Ended Schemes,10.0001,14.97,11.67,107.98,1.36,Moderate,4807.53
122729,Reliance Yearly Interval Fund - Series 9 - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,13.7202,24.03,67.78,99.7,0.83,Moderate,27586.94
139619,Taurus Investor Education Pool - Unclaimed Dividend - Growth,Taurus Mutual Fund,Open Ended Schemes,10.0,18.98,15.26,53.64,0.86,Moderate,25386.67
139618,Taurus Investor Education Pool - Unclaimed Redemption - Growth,Taurus Mutual Fund,Open Ended Schemes,10.0,8.75,74.53,142.09,0.54,Moderate,5380.64
139617,Taurus Unclaimed Redemption - Growth,Taurus Mutual Fund,Open Ended Schemes,17.6711,4.47,27.38,99.31,0.4,Moderate,8158.62
132175,Aditya Birla Sun Life Aggressive Hybrid Omni FOF-  Regular -  IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,38.7036,6.01,11.58,112.82,1.4,High,18299.9
132189,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Direct - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,42.1223,-8.82,11.05,86.78,0.8,Low,7408.77
132185,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,46.3775,23.95,27.44,70.48,1.5,High,2349.5
132174,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,43.1512,1.61,36.96,30.14,0.42,Moderate,1073.88
132179,Aditya Birla Sun Life Conservative Hybrid Active FOF -Regular - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,32.1489,5.8,57.57,82.1,1.08,Very High,41234.38
132183,Aditya Birla Sun Life Conservative Hybrid Active FOF- Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,37.7101,31.24,58.02,13.59,1.43,Moderate,24513.11
132178,Aditya Birla Sun Life Conservative Hybrid Active FOF- Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,35.3366,-3.15,45.57,78.71,1.56,Very High,39823.98
132184,Aditya Birla Sun Life Conservative Hybrid Active FOF-Direct - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,25.6044,1.93,19.95,118.84,2.16,Moderate,37054.06
132187,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,56.0754,19.02,26.92,100.84,0.57,Moderate,14617.59
132186,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,61.23,22.74,50.65,98.57,2.19,Low,10093.48
132180,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,55.3239,11.31,26.47,118.94,2.02,High,1566.47
132181,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF-Regular - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,50.6409,27.6,21.62,130.66,0.46,Low,30134.15
120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,42.4155,25.99,5.97,22.73,0.58,Moderate,25395.79
120545,Aditya Birla Sun Life Gold Fund-DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,42.4141,18.08,35.73,111.75,0.75,Moderate,36253.99
116796,Aditya Birla Sun Life Gold Fund-Growth,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,40.6857,18.67,67.13,45.27,2.19,Moderate,34021.09
116795,Aditya Birla Sun Life Gold Fund-REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,40.6837,27.6,10.86,68.64,0.31,Moderate,2517.42
131897,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,26.2066,33.07,15.23,23.91,1.55,Low,20715.94
131898,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,41.8525,34.5,17.5,120.29,0.5,Very High,41804.29
131895,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,24.7687,12.1,49.78,133.0,2.48,Moderate,3193.67
131896,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,39.4952,-7.01,46.46,61.94,0.43,High,20760.45
131865,Aditya Birla Sun Life Multi Asset Omni FoF- Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,39.613,7.13,61.92,68.92,2.28,High,2238.77
131864,Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,74.3829,-8.77,66.21,64.7,1.66,Moderate,43154.34
131866,Aditya Birla Sun Life Multi Asset Omni FOF-DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,37.7469,13.55,24.25,44.06,1.0,Moderate,42468.0
131863,Aditya Birla Sun Life Multi Asset Omni FoF-REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,68.4954,30.04,49.64,102.96,0.34,Moderate,33799.34
150688,Aditya Birla Sun Life Multi-Asset Passive FOF-Direct Growth,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,17.2979,9.12,47.08,57.54,1.43,Low,11934.51
150689,Aditya Birla Sun Life Multi-Asset Passive FOF-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,17.2987,13.37,71.29,95.96,2.17,Moderate,34099.3
150690,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular Growth,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,17.0909,10.28,16.28,72.69,1.83,Moderate,1358.22
150691,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,17.091,-3.29,51.32,110.79,0.14,Low,17198.79
149780,Aditya Birla Sun Life Silver ETF FOF-Direct Growth,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,33.8678,18.4,71.19,34.67,0.38,Moderate,1885.92
149781,Aditya Birla Sun Life Silver ETF FOF-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,33.8556,3.03,15.21,143.2,1.82,High,45898.16
149783,Aditya Birla Sun Life Silver ETF FOF-Regular Growth,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,33.1988,-8.41,54.61,47.66,2.24,Moderate,5394.35
149784,Aditya Birla Sun Life Silver ETF FOF-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,33.1925,16.44,19.67,121.8,2.18,Very High,6492.44
153828,ANGEL ONE GOLD ETF FOF - REGULAR GROWTH,Angel One Mutual Fund,Open Ended Schemes,12.742,28.9,42.76,138.42,2.14,High,19014.06
153827,ANGEL ONE GOLD ETF FOF- DIRECT GROWTH,Angel One Mutual Fund,Open Ended Schemes,12.7931,-1.15,41.1,57.55,0.53,Very High,48573.98
154206,ANGEL ONE SILVER ETF FOF -DIRECT GROWTH,Angel One Mutual Fund,Open Ended Schemes,7.5645,12.39,26.64,71.96,0.18,Low,8667.99
154207,ANGEL ONE SILVER ETF FOF -REGULAR GROWTH,Angel One Mutual Fund,Open Ended Schemes,7.5519,14.31,7.61,121.69,0.82,Very High,38162.71
154078,Axis Gold and Silver Passive FOF - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,10.2891,10.26,14.81,52.67,0.67,Moderate,11425.97
154077,Axis Gold and Silver Passive FOF - Regular Plan - Growth,Axis Mutual Fund,Open Ended Schemes,10.268,3.46,45.91,132.87,0.49,Low,5028.16
120473,Axis Gold Fund - Direct Plan - Growth option,Axis Mutual Fund,Open Ended Schemes,44.4178,6.66,41.91,136.62,0.4,Low,37394.12
120472,Axis Gold Fund - Direct Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,44.4592,19.04,58.11,122.48,2.26,Moderate,15527.66
115897,Axis Gold Fund - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,40.7315,16.26,29.52,79.11,1.28,Low,3613.12
115898,Axis Gold Fund - Regular Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,40.7822,3.63,60.99,40.24,1.36,High,1829.6
147895,Axis Income Plus Arbitrage Active FOF - Direct Plan - Annual IDCW,Axis Mutual Fund,Open Ended Schemes,14.1227,2.31,18.96,11.39,1.51,Moderate,12974.8
147889,Axis Income Plus Arbitrage Active FOF - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,15.5931,12.49,36.15,33.63,2.19,Low,47702.99
147894,Axis Income Plus Arbitrage Active FOF - Direct Plan - Half Yearly Dividend Option,Axis Mutual Fund,Open Ended Schemes,11.6274,0.98,61.18,45.76,1.21,High,13908.86
147891,Axis Income Plus Arbitrage Active FOF - Direct Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,15.6062,2.05,31.01,141.04,1.96,Low,38291.27
147892,Axis Income Plus Arbitrage Active FOF - Direct Plan - Monthly IDCW,Axis Mutual Fund,Open Ended Schemes,15.6061,22.28,35.41,16.57,2.17,Moderate,28830.82
147893,Axis Income Plus Arbitrage Active FOF - Direct Plan - Quarterly IDCW,Axis Mutual Fund,Open Ended Schemes,12.1861,30.36,57.87,126.47,2.4,Moderate,5521.83
147898,Axis Income Plus Arbitrage Active FOF - Regular Plan - Annual IDCW,Axis Mutual Fund,Open Ended Schemes,13.8379,24.18,67.49,34.83,1.9,High,37309.24
147890,Axis Income Plus Arbitrage Active FOF - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,15.2703,7.74,17.53,38.04,1.74,Moderate,24425.27
147897,Axis Income Plus Arbitrage Active FOF - Regular Plan - Half Yearly IDCW,Axis Mutual Fund,Open Ended Schemes,12.1688,7.02,14.32,138.27,1.34,Very High,15940.26
147888,Axis Income Plus Arbitrage Active FOF - Regular Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,15.2746,21.27,46.52,102.55,0.98,High,34979.69
147896,Axis Income Plus Arbitrage Active FOF - Regular Plan - Monthly IDCW,Axis Mutual Fund,Open Ended Schemes,15.2694,1.4,5.57,107.42,1.81,Low,45084.97
147905,Axis Income Plus Arbitrage Active FOF - Regular Plan - Quarterly IDCW,Axis Mutual Fund,Open Ended Schemes,11.3476,27.51,45.87,43.27,1.94,Low,45635.01
153924,Axis Income Plus Arbitrage Passive FOF - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,10.3915,17.04,25.63,36.01,1.33,Moderate,7981.04
153925,Axis Income Plus Arbitrage Passive FOF - Direct Plan - IDCW Option,Axis Mutual Fund,Open Ended Schemes,10.3915,27.81,18.76,134.8,1.69,Very High,4447.81
153927,Axis Income Plus Arbitrage Passive FOF - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,10.3732,25.87,15.75,122.84,1.91,Moderate,40749.27
153926,Axis Income Plus Arbitrage Passive FOF - Regular Plan - IDCW Option,Axis Mutual Fund,Open Ended Schemes,10.3694,18.89,67.68,62.83,0.24,Moderate,31672.63
149847,Axis Multi Factor Passive FoF - Direct Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,15.5722,18.61,49.36,66.89,1.16,Moderate,3954.62
149846,Axis Multi Factor Passive FoF - Direct Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,15.5719,3.72,36.81,77.36,0.94,Low,33649.15
149844,Axis Multi Factor Passive FoF - Regular Plan - Growth Option,Axis Mutual Fund,Open Ended Schemes,15.3655,34.09,45.45,61.18,0.8,Moderate,6321.26
149845,Axis Multi Factor Passive FoF - Regular Plan - IDCW,Axis Mutual Fund,Open Ended Schemes,15.3664,-4.02,34.2,147.33,1.11,Very High,28286.69
153960,Axis Multi-Asset Active FoF - Direct Plan - Growth,Axis Mutual Fund,Open Ended Schemes,10.5178,-1.45,52.82,33.82,0.66,Moderate,11131.62
