Transaction_ID,Investor_ID,Scheme_Code,Transaction_Date,Transaction_Type,Units,NAV,Amount,State,KYC_Status
TXN005473,INV109021,118632,2017-11-17,SIP,63.567,33.7037,2142.44,Gujarat,Verified
TXN016302,INV109020,120503,2017-11-17,Redemption,157.427,42.2027,6643.84,Rajasthan,Verified
TXN000934,INV109019,120841,2017-11-17,SIP,136.856,54.8416,7505.4,West Bengal,Pending
TXN024905,INV109017,125497,2017-11-17,Redemption,199.24,58.6486,11685.15,Maharashtra,Verified
TXN000320,INV109012,119092,2017-11-17,SIP,179.208,3536.0914,633695.87,Tamil Nadu,Verified
TXN024326,INV109015,120503,2017-11-17,SIP,40.98,42.2027,1729.47,Rajasthan,Verified
TXN001084,INV109014,120503,2017-11-17,SIP,177.833,42.2027,7505.03,Maharashtra,Verified
TXN011578,INV109013,119092,2017-11-17,Lumpsum,78.872,3536.0914,278898.6,Punjab,Verified
TXN008480,INV109011,120841,2017-11-17,SIP,160.58,54.8416,8806.46,Uttar Pradesh,Verified
TXN012099,INV109016,119092,2017-11-17,SIP,21.281,3536.0914,75251.56,Punjab,Verified
TXN003207,INV109023,119092,2017-11-19,SIP,125.477,3537.2944,443849.09,Delhi,Verified
TXN024044,INV109024,119092,2017-11-19,Lumpsum,77.53,3537.2944,274246.43,Delhi,Verified
TXN001712,INV109030,125497,2017-11-20,Lumpsum,161.258,59.2067,9547.55,Punjab,Verified
TXN001991,INV109029,118632,2017-11-20,Lumpsum,87.186,33.6442,2933.3,Gujarat,Verified
TXN003307,INV109028,125497,2017-11-20,Lumpsum,6.419,59.2067,380.05,Uttar Pradesh,Verified
TXN011362,INV109026,120503,2017-11-20,SIP,173.274,42.3849,7344.2,Uttar Pradesh,Verified
TXN005042,INV109025,120503,2017-11-20,Lumpsum,29.56,42.3849,1252.9,Tamil Nadu,Verified
TXN010468,INV109027,120841,2017-11-20,SIP,32.732,55.0608,1802.25,Delhi,Verified
TXN003522,INV109038,119551,2017-11-21,Redemption,144.165,149.5741,21563.35,Maharashtra,Verified
TXN022396,INV109040,125497,2017-11-21,Lumpsum,40.541,59.6667,2418.95,Uttar Pradesh,Verified
TXN013894,INV109039,120503,2017-11-21,SIP,50.885,42.3903,2157.03,Punjab,Verified
TXN019259,INV109036,119551,2017-11-21,Redemption,161.032,149.5741,24086.22,Gujarat,Verified
TXN013940,INV109037,120503,2017-11-21,Lumpsum,111.895,42.3903,4743.26,Karnataka,Verified
TXN017382,INV109034,120503,2017-11-21,SIP,165.954,42.3903,7034.84,Karnataka,Verified
TXN024017,INV109035,125497,2017-11-21,SIP,181.114,59.6667,10806.47,Delhi,Verified
TXN011897,INV109033,120503,2017-11-21,SIP,195.727,42.3903,8296.93,Tamil Nadu,Verified
TXN013265,INV109032,125497,2017-11-21,Lumpsum,21.533,59.6667,1284.8,Uttar Pradesh,Rejected
TXN011311,INV109031,119551,2017-11-21,SIP,36.496,149.5741,5458.86,Maharashtra,Pending
TXN011574,INV109041,120841,2017-11-22,SIP,142.542,55.7742,7950.17,Delhi,Verified
TXN021704,INV109042,120841,2017-11-22,SIP,28.289,55.7742,1577.8,Punjab,Verified
TXN008073,INV109043,119551,2017-11-22,SIP,91.163,149.4299,13622.48,Tamil Nadu,Verified
TXN010880,INV109044,119092,2017-11-22,SIP,137.914,3539.1201,488094.21,Telangana,Pending
TXN013639,INV109045,125497,2017-11-22,SIP,98.663,60.0691,5926.6,Telangana,Verified
TXN012467,INV109053,119092,2017-11-23,SIP,39.582,3539.7227,140109.3,Uttar Pradesh,Pending
TXN012626,INV109052,119092,2017-11-23,Lumpsum,100.581,3539.7227,356028.85,Punjab,Verified
TXN016286,INV109051,119551,2017-11-23,SIP,175.909,149.3581,26273.43,Tamil Nadu,Pending
TXN013750,INV109050,120841,2017-11-23,SIP,11.978,56.0366,671.21,Maharashtra,Verified
TXN004929,INV109046,125497,2017-11-23,SIP,107.796,60.5408,6526.06,Tamil Nadu,Pending
TXN007559,INV109048,125497,2017-11-23,SIP,173.981,60.5408,10532.95,Gujarat,Verified
TXN016565,INV109047,125497,2017-11-23,Lumpsum,192.565,60.5408,11658.04,Delhi,Verified
TXN021932,INV109049,120503,2017-11-23,SIP,94.571,42.3461,4004.71,Delhi,Verified
TXN000532,INV109058,119092,2017-11-24,SIP,60.135,3540.3302,212897.76,West Bengal,Rejected
TXN023484,INV109059,119092,2017-11-24,SIP,65.313,3540.3302,231229.59,Delhi,Verified
TXN015238,INV109057,120503,2017-11-24,SIP,29.43,42.5955,1253.59,Gujarat,Verified
TXN009019,INV109060,120841,2017-11-24,Lumpsum,81.099,56.331,4568.39,Karnataka,Verified
TXN002913,INV109055,119092,2017-11-24,Redemption,7.258,3540.3302,25695.72,Tamil Nadu,Verified
TXN006583,INV109054,120841,2017-11-24,Lumpsum,25.482,56.331,1435.43,Karnataka,Verified
TXN001152,INV109056,119092,2017-11-24,Lumpsum,104.92,3540.3302,371451.44,Tamil Nadu,Verified
TXN020314,INV109061,120841,2017-11-27,Lumpsum,32.554,56.3592,1834.72,Karnataka,Verified
TXN021829,INV109062,119092,2017-11-27,SIP,21.915,3542.15,77626.22,Tamil Nadu,Verified
TXN014429,INV109063,119551,2017-11-27,SIP,149.377,149.4131,22318.88,Karnataka,Pending
TXN006025,INV109064,120841,2017-11-27,Redemption,178.565,56.3592,10063.78,Punjab,Verified
TXN001114,INV109065,119551,2017-11-27,Lumpsum,79.212,149.4131,11835.31,Gujarat,Verified
TXN007165,INV109066,120841,2017-11-27,Redemption,84.432,56.3592,4758.52,Delhi,Verified
TXN022926,INV109067,119551,2017-11-27,SIP,197.27,149.4131,29474.72,Gujarat,Verified
TXN015949,INV109068,125497,2017-11-27,Lumpsum,21.308,61.2762,1305.67,Karnataka,Pending
TXN017479,INV109072,119092,2017-11-28,SIP,94.831,3542.7641,335963.86,Rajasthan,Verified
TXN020754,INV109071,125497,2017-11-28,SIP,123.759,61.8321,7652.28,Tamil Nadu,Verified
TXN024606,INV109069,118632,2017-11-28,SIP,136.206,34.1058,4645.41,Delhi,Verified
TXN014438,INV109070,119551,2017-11-28,Lumpsum,72.397,149.4371,10818.8,Uttar Pradesh,Verified
TXN019756,INV109073,119551,2017-11-29,Lumpsum,94.803,149.4737,14170.56,Telangana,Verified
TXN013084,INV109074,125497,2017-11-29,Redemption,107.841,61.933,6678.92,Punjab,Verified
TXN003752,INV109075,120841,2017-11-29,SIP,31.22,56.0999,1751.44,Gujarat,Rejected
TXN001177,INV109076,119551,2017-11-29,Redemption,64.207,149.4737,9597.26,Rajasthan,Verified
TXN023050,INV109077,119092,2017-11-29,Lumpsum,198.468,3543.3719,703245.93,Tamil Nadu,Verified
TXN020795,INV109078,125497,2017-11-29,Lumpsum,6.324,61.933,391.66,Rajasthan,Verified
TXN010363,INV109079,118632,2017-11-29,SIP,190.649,34.1414,6509.02,Delhi,Verified
TXN006801,INV109080,125497,2017-11-29,SIP,197.772,61.933,12248.61,Gujarat,Verified
TXN020684,INV109088,119092,2017-11-30,SIP,44.982,3543.9693,159414.83,Punjab,Verified
TXN018552,INV109092,120841,2017-11-30,Redemption,113.923,55.8123,6358.3,Rajasthan,Verified
TXN015442,INV109091,125497,2017-11-30,Redemption,198.459,61.9529,12295.11,West Bengal,Verified
TXN024586,INV109090,120503,2017-11-30,Redemption,121.29,42.6016,5167.15,Karnataka,Verified
TXN010335,INV109087,119551,2017-11-30,Redemption,27.91,149.4913,4172.3,Tamil Nadu,Verified
TXN008252,INV109089,125497,2017-11-30,SIP,15.462,61.9529,957.92,Karnataka,Verified
TXN014247,INV109085,118632,2017-11-30,SIP,79.69,33.7852,2692.34,Tamil Nadu,Verified
TXN016104,INV109084,125497,2017-11-30,SIP,52.271,61.9529,3238.34,Gujarat,Verified
TXN024818,INV109086,118632,2017-11-30,Lumpsum,176.268,33.7852,5955.25,Gujarat,Verified
TXN001512,INV109083,125497,2017-11-30,SIP,63.715,61.9529,3947.33,Uttar Pradesh,Verified
TXN015966,INV109082,125497,2017-11-30,SIP,34.414,61.9529,2132.05,Gujarat,Rejected
TXN019998,INV109081,118632,2017-11-30,SIP,141.718,33.7852,4787.97,Tamil Nadu,Verified
TXN011499,INV109093,120503,2017-12-01,Redemption,12.34,42.4195,523.46,Tamil Nadu,Verified
TXN022782,INV109094,125497,2017-12-01,Lumpsum,132.052,61.4989,8121.05,Gujarat,Verified
TXN010021,INV109095,120503,2017-12-01,Redemption,92.337,42.4195,3916.89,West Bengal,Verified
TXN002347,INV109096,120841,2017-12-01,SIP,44.98,55.5939,2500.61,Gujarat,Verified
TXN007091,INV109097,119092,2017-12-03,SIP,187.567,3545.7868,665072.59,Tamil Nadu,Verified
TXN020721,INV109106,120503,2017-12-04,Lumpsum,39.71,42.4191,1684.46,Gujarat,Verified
TXN022672,INV109105,120841,2017-12-04,SIP,71.385,55.7399,3978.99,Maharashtra,Verified
TXN006063,INV109104,119092,2017-12-04,Redemption,123.005,3546.3997,436224.9,Punjab,Verified
TXN023574,INV109103,125497,2017-12-04,Lumpsum,62.987,61.3177,3862.22,Gujarat,Verified
TXN023346,INV109098,119551,2017-12-04,SIP,39.492,149.5704,5906.83,West Bengal,Verified
TXN019080,INV109101,118632,2017-12-04,Redemption,108.218,33.4572,3620.67,Uttar Pradesh,Verified
TXN008446,INV109100,125497,2017-12-04,SIP,32.184,61.3177,1973.45,Uttar Pradesh,Rejected
TXN019841,INV109099,120503,2017-12-04,Lumpsum,88.201,42.4191,3741.41,West Bengal,Verified
TXN008912,INV109102,120841,2017-12-04,SIP,111.889,55.7399,6236.68,Gujarat,Verified
TXN010316,INV109111,120841,2017-12-05,SIP,177.55,55.7219,9893.42,Punjab,Verified
TXN009770,INV109112,118632,2017-12-05,SIP,199.966,33.4891,6696.68,Tamil Nadu,Verified
TXN024099,INV109110,120841,2017-12-05,SIP,151.121,55.7219,8420.75,Punjab,Verified
TXN003315,INV109113,119551,2017-12-05,SIP,67.55,149.6015,10105.58,Punjab,Verified
TXN013965,INV109108,125497,2017-12-05,SIP,84.744,61.5105,5212.65,Punjab,Verified
TXN014944,INV109107,125497,2017-12-05,Lumpsum,53.692,61.5105,3302.62,Rajasthan,Verified
TXN015267,INV109109,120841,2017-12-05,Redemption,71.477,55.7219,3982.83,Delhi,Verified
TXN009077,INV109120,125497,2017-12-06,SIP,63.407,61.4633,3897.2,West Bengal,Verified
TXN004849,INV109118,119551,2017-12-06,SIP,10.065,149.6636,1506.36,Rajasthan,Verified
TXN013032,INV109117,119551,2017-12-06,SIP,22.423,149.6636,3355.91,Karnataka,Verified
TXN022509,INV109119,119092,2017-12-06,Lumpsum,195.977,3547.5998,695247.97,Tamil Nadu,Verified
TXN020441,INV109115,125497,2017-12-06,SIP,52.739,61.4633,3241.51,Punjab,Verified
TXN008034,INV109114,120841,2017-12-06,Lumpsum,133.922,55.3205,7408.63,Rajasthan,Verified
TXN012489,INV109116,120841,2017-12-06,SIP,144.23,55.3205,7978.88,Delhi,Rejected
TXN007551,INV109121,119551,2017-12-07,SIP,181.106,149.6687,27105.9,Telangana,Verified
TXN021052,INV109122,125497,2017-12-07,Lumpsum,98.884,61.9916,6129.98,Rajasthan,Verified
TXN022291,INV109123,119092,2017-12-07,SIP,147.07,3548.2344,521838.83,Karnataka,Verified
TXN017964,INV109129,119551,2017-12-08,Redemption,113.251,149.6701,16950.29,Tamil Nadu,Pending
TXN019610,INV109130,118632,2017-12-08,Lumpsum,136.624,33.871,4627.59,Gujarat,Verified
TXN022324,INV109131,120503,2017-12-08,Lumpsum,69.065,42.8027,2956.17,Telangana,Verified
TXN020881,INV109128,125497,2017-12-08,SIP,117.579,62.8436,7389.09,Delhi,Verified
TXN009147,INV109125,119092,2017-12-08,SIP,175.291,3548.8589,622083.03,Maharashtra,Rejected
TXN000839,INV109126,125497,2017-12-08,SIP,121.544,62.8436,7638.26,Tamil Nadu,Verified
TXN008295,INV109124,120503,2017-12-08,SIP,45.018,42.8027,1926.89,Karnataka,Verified
TXN024779,INV109127,125497,2017-12-08,Lumpsum,84.321,62.8436,5299.04,Uttar Pradesh,Verified
TXN001481,INV109132,118632,2017-12-11,SIP,142.708,34.0329,4856.77,Tamil Nadu,Verified
TXN016345,INV109133,120841,2017-12-11,SIP,127.243,56.4358,7181.06,Maharashtra,Pending
TXN017147,INV109134,118632,2017-12-11,SIP,174.334,34.0329,5933.09,Maharashtra,Verified
TXN003789,INV109135,119092,2017-12-11,Redemption,74.282,3550.7104,263753.87,Tamil Nadu,Verified
TXN016796,INV109136,119092,2017-12-11,SIP,42.997,3550.7104,152669.9,Rajasthan,Rejected
TXN011121,INV109137,119551,2017-12-11,Lumpsum,162.811,149.5962,24355.91,Punjab,Verified
TXN019925,INV109142,119551,2017-12-12,SIP,87.179,149.544,13037.1,Tamil Nadu,Rejected
TXN010180,INV109141,118632,2017-12-12,Lumpsum,132.401,33.885,4486.41,Delhi,Verified
TXN023221,INV109138,119092,2017-12-12,SIP,39.505,3551.3086,140294.45,West Bengal,Verified
TXN011919,INV109139,125497,2017-12-12,Lumpsum,113.702,63.3879,7207.33,Rajasthan,Verified
TXN002180,INV109140,119092,2017-12-12,Lumpsum,143.451,3551.3086,509438.77,West Bengal,Verified
TXN007000,INV109143,120503,2017-12-13,Lumpsum,94.652,42.6097,4033.09,Telangana,Verified
TXN023117,INV109144,118632,2017-12-13,Lumpsum,45.11,33.6733,1519.0,Karnataka,Verified
TXN020727,INV109145,120503,2017-12-13,SIP,197.376,42.6097,8410.13,Punjab,Verified
TXN002271,INV109146,120841,2017-12-13,Redemption,26.434,55.5746,1469.06,West Bengal,Verified
TXN003887,INV109147,120503,2017-12-13,SIP,93.725,42.6097,3993.59,Tamil Nadu,Verified
TXN018359,INV109148,125497,2017-12-13,SIP,146.594,62.8065,9207.06,Karnataka,Verified
TXN012274,INV109149,119092,2017-12-13,Lumpsum,186.468,3551.9114,662317.81,Maharashtra,Verified
TXN017486,INV109150,120503,2017-12-13,SIP,50.452,42.6097,2149.74,Delhi,Verified
TXN002541,INV109162,120503,2017-12-14,SIP,24.74,42.6119,1054.22,Karnataka,Verified
TXN002514,INV109161,119092,2017-12-14,Redemption,20.149,3552.4995,71579.31,Maharashtra,Verified
TXN009411,INV109160,120841,2017-12-14,SIP,31.921,55.5811,1774.2,Delhi,Pending
TXN011305,INV109159,125497,2017-12-14,SIP,90.802,62.7841,5700.92,Karnataka,Verified
TXN008878,INV109158,125497,2017-12-14,Lumpsum,118.736,62.7841,7454.73,Gujarat,Verified
TXN015494,INV109157,120841,2017-12-14,Lumpsum,78.859,55.5811,4383.07,Maharashtra,Verified
TXN010244,INV109154,118632,2017-12-14,Lumpsum,170.412,33.8275,5764.61,Punjab,Verified
TXN007420,INV109155,119092,2017-12-14,SIP,60.179,3552.4995,213785.87,Telangana,Verified
TXN008600,INV109152,120503,2017-12-14,Lumpsum,99.35,42.6119,4233.49,Karnataka,Verified
TXN012048,INV109151,118632,2017-12-14,Redemption,71.919,33.8275,2432.84,Karnataka,Verified
TXN022264,INV109156,120841,2017-12-14,SIP,199.711,55.5811,11100.16,Maharashtra,Verified
TXN005790,INV109153,119092,2017-12-14,SIP,177.928,3552.4995,632089.13,Maharashtra,Verified
TXN019564,INV109168,120841,2017-12-15,SIP,8.324,55.9759,465.94,Uttar Pradesh,Verified
TXN005778,INV109166,119092,2017-12-15,Lumpsum,17.13,3553.0779,60864.22,Karnataka,Verified
TXN009043,INV109167,119092,2017-12-15,SIP,5.371,3553.0779,19083.58,Tamil Nadu,Verified
TXN022430,INV109165,118632,2017-12-15,SIP,7.731,34.0192,263.0,Delhi,Verified
TXN024896,INV109163,125497,2017-12-15,Redemption,112.92,63.3238,7150.52,Karnataka,Verified
TXN019300,INV109164,119092,2017-12-15,SIP,131.327,3553.0779,466615.06,West Bengal,Verified
TXN015027,INV109169,119092,2017-12-17,SIP,126.013,3554.2968,447887.6,Gujarat,Verified
TXN023707,INV109170,119092,2017-12-17,SIP,9.339,3554.2968,33193.58,Karnataka,Verified
TXN009754,INV109171,119092,2017-12-17,SIP,20.188,3554.2968,71754.14,Punjab,Verified
TXN023904,INV109172,119092,2017-12-17,Lumpsum,147.447,3554.2968,524070.4,Punjab,Verified
TXN015875,INV109173,119092,2017-12-18,SIP,165.433,3554.8994,588097.67,Maharashtra,Verified
TXN002406,INV109174,118632,2017-12-18,SIP,110.662,34.284,3793.94,Delhi,Verified
TXN013307,INV109175,119092,2017-12-18,Redemption,24.499,3554.8994,87091.48,West Bengal,Verified
TXN021220,INV109176,120841,2017-12-18,Lumpsum,196.888,56.1235,11050.04,Rajasthan,Verified
TXN009303,INV109184,118632,2017-12-19,Lumpsum,182.047,34.5252,6285.21,Punjab,Verified
TXN022825,INV109183,118632,2017-12-19,Lumpsum,52.531,34.5252,1813.64,Uttar Pradesh,Verified
TXN019174,INV109182,120503,2017-12-19,SIP,193.524,43.9035,8496.38,Karnataka,Verified
TXN002460,INV109181,118632,2017-12-19,Redemption,98.078,34.5252,3386.16,Punjab,Verified
TXN015489,INV109178,118632,2017-12-19,Lumpsum,109.245,34.5252,3771.71,Tamil Nadu,Verified
TXN024985,INV109179,119551,2017-12-19,SIP,51.549,149.559,7709.62,Telangana,Verified
TXN012763,INV109177,119551,2017-12-19,Lumpsum,71.763,149.559,10732.8,Punjab,Verified
TXN005424,INV109180,120503,2017-12-19,SIP,178.887,43.9035,7853.77,Punjab,Verified
TXN018355,INV109192,119092,2017-12-20,SIP,31.383,3556.0288,111598.85,West Bengal,Verified
TXN007482,INV109195,119092,2017-12-20,Lumpsum,157.044,3556.0288,558452.99,Karnataka,Verified
TXN009314,INV109194,119092,2017-12-20,Lumpsum,104.873,3556.0288,372931.41,Gujarat,Verified
TXN002240,INV109193,125497,2017-12-20,SIP,135.694,65.8782,8939.28,Telangana,Verified
TXN015179,INV109191,120841,2017-12-20,SIP,114.207,56.7039,6475.98,Gujarat,Verified
TXN002154,INV109185,120841,2017-12-20,SIP,104.291,56.7039,5913.71,Maharashtra,Pending
TXN021999,INV109189,119092,2017-12-20,Lumpsum,189.9,3556.0288,675289.87,Uttar Pradesh,Verified
TXN016018,INV109186,119551,2017-12-20,SIP,169.167,149.4474,25281.57,West Bengal,Verified
TXN018513,INV109190,118632,2017-12-20,SIP,152.47,34.5071,5261.3,Tamil Nadu,Verified
TXN017218,INV109188,119551,2017-12-20,SIP,8.417,149.4474,1257.9,Punjab,Verified
TXN011816,INV109187,119551,2017-12-20,SIP,6.196,149.4474,925.98,Tamil Nadu,Verified
TXN009200,INV109196,125497,2017-12-21,SIP,158.673,66.4699,10546.98,Gujarat,Verified
TXN021031,INV109197,120841,2017-12-21,Lumpsum,62.593,56.8026,3555.45,West Bengal,Verified
TXN003507,INV109198,119092,2017-12-21,SIP,149.866,3556.5746,533009.61,Punjab,Verified
TXN018364,INV109199,119551,2017-12-21,SIP,24.845,149.3699,3711.1,West Bengal,Pending
TXN000533,INV109200,118632,2017-12-21,Lumpsum,113.544,34.6126,3930.05,Karnataka,Rejected
TXN004345,INV109201,118632,2017-12-21,Redemption,171.273,34.6126,5928.2,Delhi,Verified
TXN005520,INV109202,120841,2017-12-21,SIP,121.676,56.8026,6911.51,Telangana,Pending
TXN015786,INV109203,120841,2017-12-21,SIP,11.821,56.8026,671.46,Uttar Pradesh,Pending
TXN012909,INV109206,118632,2017-12-22,SIP,64.126,34.7028,2225.35,Gujarat,Verified
TXN009545,INV109205,125497,2017-12-22,SIP,120.016,66.208,7946.02,Delhi,Verified
TXN020980,INV109204,119551,2017-12-22,SIP,73.192,149.2793,10926.05,Uttar Pradesh,Verified
TXN022875,INV109207,119092,2017-12-25,SIP,47.514,3559.0987,169107.02,Uttar Pradesh,Verified
TXN009029,INV109208,125497,2017-12-26,Lumpsum,28.789,66.0961,1902.84,Telangana,Verified
TXN006481,INV109209,118632,2017-12-26,Redemption,16.218,34.851,565.21,Karnataka,Verified
TXN006885,INV109210,119092,2017-12-26,SIP,36.656,3559.6842,130483.78,Gujarat,Verified
TXN005536,INV109211,119551,2017-12-26,SIP,123.711,149.2864,18468.37,Delhi,Verified
TXN020137,INV109212,119092,2017-12-26,SIP,38.252,3559.6842,136165.04,West Bengal,Verified
TXN010582,INV109222,119092,2017-12-27,Redemption,96.749,3560.3213,344457.53,Uttar Pradesh,Verified
TXN000622,INV109221,119092,2017-12-27,Lumpsum,187.91,3560.3213,669019.98,Punjab,Verified
TXN004573,INV109220,120841,2017-12-27,SIP,67.491,57.7682,3898.83,Delhi,Verified
TXN009107,INV109219,120841,2017-12-27,SIP,163.336,57.7682,9435.63,Tamil Nadu,Verified
TXN013709,INV109218,119092,2017-12-27,SIP,71.114,3560.3213,253188.69,Punjab,Pending
TXN023646,INV109213,125497,2017-12-27,SIP,103.265,66.0456,6820.2,Delhi,Verified
TXN016535,INV109216,120841,2017-12-27,SIP,47.874,57.7682,2765.59,Tamil Nadu,Verified
TXN009499,INV109215,119551,2017-12-27,SIP,124.301,149.3157,18560.09,Gujarat,Verified
TXN017714,INV109214,120503,2017-12-27,Redemption,119.731,43.9602,5263.4,Maharashtra,Verified
TXN009746,INV109217,125497,2017-12-27,SIP,38.134,66.0456,2518.58,Punjab,Verified
TXN004331,INV109223,120503,2017-12-28,SIP,5.688,43.8786,249.58,West Bengal,Verified
TXN018755,INV109224,119092,2017-12-28,Redemption,95.159,3560.9847,338859.74,Delhi,Verified
TXN004275,INV109225,119551,2017-12-28,Redemption,87.367,149.1113,13027.41,Rajasthan,Verified
TXN012939,INV109226,118632,2017-12-28,SIP,167.495,34.6846,5809.5,Delhi,Verified
TXN019558,INV109227,120503,2017-12-28,Lumpsum,156.479,43.8786,6866.08,Maharashtra,Rejected
TXN002552,INV109228,119092,2017-12-28,SIP,183.007,3560.9847,651685.13,Rajasthan,Verified
TXN005743,INV109234,118632,2017-12-29,Redemption,192.638,34.7983,6703.47,Telangana,Verified
TXN015796,INV109236,119092,2017-12-29,Redemption,129.748,3561.7674,462132.2,Rajasthan,Pending
TXN021007,INV109235,118632,2017-12-29,Lumpsum,52.957,34.7983,1842.81,Karnataka,Pending
TXN016435,INV109233,125497,2017-12-29,Redemption,35.568,66.1565,2353.05,Gujarat,Verified
TXN020138,INV109237,120503,2017-12-29,SIP,145.387,44.2977,6440.31,Gujarat,Verified
TXN011215,INV109231,120841,2017-12-29,Redemption,163.063,57.9319,9446.55,Delhi,Verified
TXN005879,INV109230,119092,2017-12-29,Lumpsum,124.635,3561.7674,443920.88,Uttar Pradesh,Verified
TXN004643,INV109229,118632,2017-12-29,SIP,23.9,34.7983,831.68,West Bengal,Verified
TXN016070,INV109232,119092,2017-12-29,SIP,169.967,3561.7674,605382.92,Maharashtra,Verified
TXN016078,INV109238,119092,2017-12-31,Lumpsum,44.993,3563.0394,160311.83,Punjab,Verified
TXN006212,INV109245,120503,2018-01-01,SIP,141.238,44.0453,6220.87,Gujarat,Pending
TXN016246,INV109244,119551,2018-01-01,Redemption,102.316,149.4635,15292.51,West Bengal,Verified
TXN012033,INV109243,120841,2018-01-01,Lumpsum,71.645,57.7566,4137.97,Tamil Nadu,Verified
TXN014080,INV109239,118632,2018-01-01,SIP,125.946,34.6262,4361.03,Delhi,Pending
TXN000255,INV109241,120841,2018-01-01,Redemption,53.417,57.7566,3085.18,West Bengal,Verified
TXN023996,INV109240,119092,2018-01-01,SIP,186.7,3563.7227,665347.03,West Bengal,Verified
TXN012902,INV109242,119551,2018-01-01,SIP,103.832,149.4635,15519.09,Gujarat,Verified
TXN021563,INV109246,118632,2018-01-02,SIP,166.381,34.5302,5745.17,Maharashtra,Verified
TXN018623,INV109247,120503,2018-01-02,SIP,111.21,43.8511,4876.68,Delhi,Verified
TXN011575,INV109248,119092,2018-01-02,SIP,164.776,3564.3398,587317.65,West Bengal,Verified
TXN011608,INV109249,119551,2018-01-02,SIP,84.33,149.4785,12605.52,Telangana,Verified
TXN019663,INV109250,118632,2018-01-02,SIP,177.404,34.5302,6125.8,West Bengal,Verified
TXN011805,INV109251,120503,2018-01-02,SIP,52.303,43.8511,2293.54,Telangana,Rejected
TXN014708,INV109252,120503,2018-01-02,SIP,99.563,43.8511,4365.95,Delhi,Verified
TXN022597,INV109253,118632,2018-01-02,SIP,109.581,34.5302,3783.85,Tamil Nadu,Verified
TXN007086,INV109254,119551,2018-01-02,SIP,154.333,149.4785,23069.47,Rajasthan,Verified
TXN014968,INV109260,125497,2018-01-03,Lumpsum,151.592,67.0627,10166.17,Punjab,Verified
TXN022546,INV109258,120841,2018-01-03,Lumpsum,158.464,57.6914,9142.01,Rajasthan,Verified
TXN002161,INV109259,120841,2018-01-03,SIP,169.419,57.6914,9774.02,Uttar Pradesh,Verified
TXN024705,INV109256,125497,2018-01-03,Redemption,136.136,67.0627,9129.65,West Bengal,Verified
TXN017880,INV109257,120503,2018-01-03,Redemption,153.86,43.9237,6758.1,Punjab,Rejected
TXN009038,INV109255,118632,2018-01-03,Redemption,174.299,34.6333,6036.55,Delhi,Verified
TXN010434,INV109265,125497,2018-01-04,SIP,32.979,67.8023,2236.05,Telangana,Verified
TXN020869,INV109264,125497,2018-01-04,SIP,42.536,67.8023,2884.04,Uttar Pradesh,Verified
TXN004214,INV109263,125497,2018-01-04,SIP,25.58,67.8023,1734.38,West Bengal,Verified
TXN012876,INV109262,120841,2018-01-04,Lumpsum,170.988,57.94,9907.04,West Bengal,Rejected
TXN015584,INV109261,120841,2018-01-04,Redemption,49.671,57.94,2877.94,Punjab,Verified
TXN007062,INV109270,119092,2018-01-05,SIP,74.626,3566.1723,266129.17,Delhi,Verified
TXN023540,INV109269,120841,2018-01-05,SIP,71.227,58.2755,4150.79,Punjab,Verified
TXN021685,INV109271,119092,2018-01-05,Lumpsum,125.842,3566.1723,448774.25,Tamil Nadu,Pending
TXN011041,INV109267,120841,2018-01-05,SIP,115.801,58.2755,6748.36,Delhi,Verified
TXN006559,INV109266,119092,2018-01-05,Redemption,129.746,3566.1723,462696.59,Punjab,Verified
TXN008268,INV109268,119092,2018-01-05,Lumpsum,132.995,3566.1723,474283.09,West Bengal,Verified
TXN017368,INV109272,119092,2018-01-07,SIP,144.327,3567.4437,514878.45,Maharashtra,Verified
TXN023957,INV109273,118632,2018-01-08,SIP,133.03,35.419,4711.79,Maharashtra,Verified
TXN002572,INV109275,119551,2018-01-08,SIP,178.321,149.663,26688.06,Delhi,Verified
TXN013896,INV109276,120841,2018-01-08,Lumpsum,136.097,58.681,7986.31,Punjab,Rejected
TXN018512,INV109277,125497,2018-01-08,SIP,151.198,69.0661,10442.66,Karnataka,Pending
TXN015667,INV109278,120503,2018-01-08,SIP,142.165,44.813,6370.84,Karnataka,Verified
TXN024997,INV109279,119092,2018-01-08,Lumpsum,174.088,3568.0726,621158.62,West Bengal,Rejected
TXN010501,INV109280,120503,2018-01-08,Redemption,9.705,44.813,434.91,Rajasthan,Verified
TXN013910,INV109274,120503,2018-01-08,SIP,42.424,44.813,1901.15,Telangana,Verified
TXN012520,INV109286,125497,2018-01-09,SIP,65.013,68.6975,4466.23,Gujarat,Verified
TXN003870,INV109289,119551,2018-01-09,SIP,38.396,149.6376,5745.49,Rajasthan,Verified
TXN017119,INV109288,125497,2018-01-09,SIP,5.618,68.6975,385.94,Karnataka,Verified
TXN017565,INV109287,120503,2018-01-09,Redemption,5.15,44.723,230.32,West Bengal,Verified
TXN003581,INV109285,119092,2018-01-09,SIP,5.33,3568.6921,19021.13,Punjab,Verified
TXN008430,INV109283,119092,2018-01-09,SIP,37.198,3568.6921,132748.21,Telangana,Verified
TXN011848,INV109282,120503,2018-01-09,Lumpsum,156.098,44.723,6981.17,Rajasthan,Verified
